gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,Churn,gender_encoded,Dependents_encoded,PhoneService_encoded,MultipleLines_encoded,Churn_encoded,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,EstimatedTotalCharges,ContractLengthMonths,ServiceCount,IsNewCustomer,TenureGroup_New (0-12mo),TenureGroup_Established (13-24mo),TenureGroup_Loyal (25-48mo),TenureGroup_Very Loyal (49-72mo)
Female,0,No,62,Yes,No,85,No,0,0,1,0,0,False,True,False,True,False,5270,12,2,0,False,False,False,True
Female,0,Yes,34,Yes,No,25,No,0,1,1,0,0,True,False,True,False,False,850,1,2,0,False,False,True,False
Female,0,No,46,Yes,No,56,No,0,0,1,0,0,False,True,True,False,False,2576,1,2,0,False,False,True,False
Male,0,No,31,Yes,No,82,No,1,0,1,0,0,True,False,True,False,False,2542,1,2,0,False,False,True,False
Male,0,No,27,Yes,Yes,100,No,1,0,1,1,0,False,True,False,False,True,2700,24,3,0,False,False,True,False
Male,0,Yes,30,Yes,Yes,54,No,1,1,1,1,0,False,True,True,False,False,1620,1,3,0,False,False,True,False
Male,0,Yes,11,Yes,No,86,No,1,1,1,0,0,False,True,False,False,True,946,24,2,0,True,False,False,False
Female,1,No,46,Yes,No,110,Yes,0,0,1,0,1,True,False,False,True,False,5060,12,2,0,False,False,True,False
Female,0,No,44,Yes,Yes,50,No,0,0,1,1,0,False,True,True,False,False,2200,1,3,0,False,False,True,False
Female,0,No,42,Yes,Yes,68,No,0,0,1,1,0,True,False,True,False,False,2856,1,3,0,False,False,True,False
Male,0,No,18,Yes,Yes,50,Yes,1,0,1,1,1,False,True,True,False,False,900,1,3,0,False,True,False,False
Female,0,No,50,Yes,Yes,19,No,0,0,1,1,0,True,False,False,True,False,950,12,3,0,False,False,False,True
Female,0,Yes,7,Yes,Yes,51,No,0,1,1,1,0,False,True,True,False,False,357,1,3,0,True,False,False,False
Female,0,Yes,66,Yes,No,90,No,0,1,1,0,0,True,False,True,False,False,5940,1,2,0,False,False,False,True
Female,0,Yes,26,No,No,46,No,0,1,0,0,0,True,False,True,False,False,1196,1,1,0,False,False,True,False
Male,0,No,1,Yes,No,69,Yes,1,0,1,0,1,True,False,False,True,False,69,12,2,1,True,False,False,False
Male,0,No,67,Yes,No,93,No,1,0,1,0,0,True,False,True,False,False,6231,1,2,0,False,False,False,True
Female,0,No,26,Yes,Yes,100,No,0,0,1,1,0,True,False,True,False,False,2600,1,3,0,False,False,True,False
Female,0,No,52,Yes,No,95,No,0,0,1,0,0,True,False,True,False,False,4940,1,2,0,False,False,False,True
Female,0,Yes,12,Yes,No,77,No,0,1,1,0,0,True,False,True,False,False,924,1,2,0,True,False,False,False
Male,1,No,10,Yes,Yes,73,Yes,1,0,1,1,1,False,True,True,False,False,730,1,3,0,True,False,False,False
Female,0,No,1,Yes,No,44,No,0,0,1,0,0,False,True,True,False,False,44,1,2,1,True,False,False,False
Female,1,No,47,Yes,No,67,No,0,0,1,0,0,True,False,False,False,True,3149,24,2,0,False,False,True,False
Male,0,No,57,Yes,Yes,90,No,1,0,1,1,0,False,True,True,False,False,5130,1,3,0,False,False,False,True
Female,0,No,1,Yes,No,71,Yes,0,0,1,0,1,True,False,False,True,False,71,12,2,1,True,False,False,False
Male,1,No,72,Yes,Yes,114,No,1,0,1,1,0,False,True,True,False,False,8208,1,3,0,False,False,False,True
Female,1,No,45,No,No,34,No,0,0,0,0,0,False,True,False,True,False,1530,12,1,0,False,False,True,False
Female,0,No,38,Yes,Yes,20,No,0,0,1,1,0,False,True,True,False,False,760,1,3,0,False,False,True,False
Male,0,Yes,1,Yes,No,90,No,1,1,1,0,0,False,True,True,False,False,90,1,2,1,True,False,False,False
Male,0,Yes,17,Yes,No,81,No,1,1,1,0,0,True,False,True,False,False,1377,1,2,0,False,True,False,False
Female,0,Yes,59,Yes,Yes,76,No,0,1,1,1,0,True,False,False,True,False,4484,12,3,0,False,False,False,True
Male,0,No,15,Yes,Yes,101,Yes,1,0,1,1,1,True,False,True,False,False,1515,1,3,0,False,True,False,False
Male,0,No,32,Yes,Yes,73,No,1,0,1,1,0,True,False,False,True,False,2336,12,3,0,False,False,True,False
Male,0,No,43,Yes,Yes,20,No,1,0,1,1,0,False,True,False,False,True,860,24,3,0,False,False,True,False
Male,1,No,71,Yes,Yes,25,No,1,0,1,1,0,False,True,True,False,False,1775,1,3,0,False,False,False,True
Female,0,No,54,Yes,No,115,No,0,0,1,0,0,True,False,True,False,False,6210,1,2,0,False,False,False,True
Female,0,No,5,Yes,Yes,81,Yes,0,0,1,1,1,False,True,True,False,False,405,1,3,1,True,False,False,False
Female,0,Yes,14,Yes,Yes,20,No,0,1,1,1,0,False,True,True,False,False,280,1,3,0,False,True,False,False
Female,0,Yes,62,Yes,No,100,Yes,0,1,1,0,1,True,False,False,True,False,6200,12,2,0,False,False,False,True
Female,1,Yes,72,Yes,No,90,No,0,1,1,0,0,True,False,True,False,False,6480,1,2,0,False,False,False,True
Male,0,No,42,Yes,Yes,108,No,1,0,1,1,0,True,False,False,False,True,4536,24,3,0,False,False,True,False
Female,1,No,72,Yes,No,26,No,0,0,1,0,0,True,False,False,True,False,1872,12,2,0,False,False,False,True
Female,0,Yes,30,Yes,Yes,25,No,0,1,1,1,0,True,False,False,True,False,750,12,3,0,False,False,True,False
Male,0,No,40,Yes,Yes,97,Yes,1,0,1,1,1,True,False,False,False,True,3880,24,3,0,False,False,True,False
Female,0,Yes,25,No,Yes,35,No,0,1,0,1,0,False,True,True,False,False,875,1,2,0,False,False,True,False
Male,0,No,65,Yes,No,67,No,1,0,1,0,0,True,False,False,False,True,4355,24,2,0,False,False,False,True
Female,0,No,14,Yes,No,20,No,0,0,1,0,0,True,False,False,False,True,280,24,2,0,False,True,False,False
Female,0,Yes,35,Yes,Yes,20,No,0,1,1,1,0,True,False,True,False,False,700,1,3,0,False,False,True,False
Female,0,No,30,Yes,No,70,No,0,0,1,0,0,True,False,False,True,False,2100,12,2,0,False,False,True,False
Female,0,Yes,30,Yes,Yes,86,No,0,1,1,1,0,True,False,False,True,False,2580,12,3,0,False,False,True,False
Male,0,No,64,Yes,No,100,No,1,0,1,0,0,True,False,False,True,False,6400,12,2,0,False,False,False,True
Male,0,Yes,71,Yes,No,90,No,1,1,1,0,0,False,True,True,False,False,6390,1,2,0,False,False,False,True
Male,0,No,3,No,No,37,Yes,1,0,0,0,1,True,False,False,False,True,111,24,1,1,True,False,False,False
Male,0,No,8,Yes,No,75,No,1,0,1,0,0,False,True,True,False,False,600,1,2,0,True,False,False,False
Male,0,No,13,Yes,Yes,99,Yes,1,0,1,1,1,False,True,True,False,False,1287,1,3,0,False,True,False,False
Female,0,No,48,Yes,No,25,No,0,0,1,0,0,True,False,True,False,False,1200,1,2,0,False,False,True,False
Male,0,No,26,Yes,Yes,85,No,1,0,1,1,0,False,True,True,False,False,2210,1,3,0,False,False,True,False
Female,0,No,36,Yes,No,76,No,0,0,1,0,0,True,False,False,True,False,2736,12,2,0,False,False,True,False
Female,0,Yes,50,Yes,No,70,No,0,1,1,0,0,True,False,True,False,False,3500,1,2,0,False,False,False,True
Male,0,No,49,Yes,No,55,No,1,0,1,0,0,True,False,True,False,False,2695,1,2,0,False,False,False,True
Male,1,No,43,Yes,No,101,No,1,0,1,0,0,True,False,False,True,False,4343,12,2,0,False,False,True,False
Male,0,Yes,8,Yes,No,19,No,1,1,1,0,0,True,False,True,False,False,152,1,2,0,True,False,False,False
Female,0,Yes,2,Yes,Yes,61,No,0,1,1,1,0,True,False,False,True,False,122,12,3,1,True,False,False,False
Male,0,Yes,53,Yes,No,86,No,1,1,1,0,0,False,True,True,False,False,4558,1,2,0,False,False,False,True
Female,0,No,64,Yes,Yes,97,No,0,0,1,1,0,False,True,True,False,False,6208,1,3,0,False,False,False,True
Male,0,No,17,Yes,Yes,56,No,1,0,1,1,0,False,True,True,False,False,952,1,3,0,False,True,False,False
Male,0,No,53,Yes,Yes,20,No,1,0,1,1,0,True,False,False,True,False,1060,12,3,0,False,False,False,True
Male,0,No,1,Yes,No,51,No,1,0,1,0,0,True,False,False,False,True,51,24,2,1,True,False,False,False
Female,0,Yes,48,Yes,Yes,100,No,0,1,1,1,0,False,True,True,False,False,4800,1,3,0,False,False,True,False
Female,0,Yes,8,No,No,38,No,0,1,0,0,0,False,True,True,False,False,304,1,1,0,True,False,False,False
Female,0,Yes,10,Yes,Yes,91,No,0,1,1,1,0,True,False,False,False,True,910,24,3,0,True,False,False,False
Male,0,No,40,Yes,No,81,No,1,0,1,0,0,True,False,False,False,True,3240,24,2,0,False,False,True,False
Female,0,Yes,32,Yes,Yes,74,No,0,1,1,1,0,False,True,False,False,True,2368,24,3,0,False,False,True,False
Male,1,No,41,Yes,Yes,95,No,1,0,1,1,0,False,True,True,False,False,3895,1,3,0,False,False,True,False
Female,0,No,25,Yes,No,100,Yes,0,0,1,0,1,True,False,False,True,False,2500,12,2,0,False,False,True,False
Male,0,Yes,22,Yes,Yes,89,No,1,1,1,1,0,True,False,True,False,False,1958,1,3,0,False,True,False,False
Male,0,No,24,Yes,Yes,25,No,1,0,1,1,0,True,False,False,True,False,600,12,3,0,False,True,False,False
Male,0,No,24,Yes,No,60,No,1,0,1,0,0,False,True,True,False,False,1440,1,2,0,False,True,False,False
Female,1,No,64,Yes,Yes,75,No,0,0,1,1,0,False,True,False,False,True,4800,24,3,0,False,False,False,True
Male,0,No,3,Yes,Yes,108,No,1,0,1,1,0,False,True,True,False,False,324,1,3,1,True,False,False,False
Male,1,No,63,Yes,No,109,No,1,0,1,0,0,False,True,False,True,False,6867,12,2,0,False,False,False,True
Female,0,Yes,13,Yes,No,53,No,0,1,1,0,0,False,True,True,False,False,689,1,2,0,False,True,False,False
Male,0,No,20,No,No,55,No,1,0,0,0,0,False,True,True,False,False,1100,1,1,0,False,True,False,False
Female,0,Yes,54,Yes,Yes,86,No,0,1,1,1,0,True,False,True,False,False,4644,1,3,0,False,False,False,True
Female,0,Yes,38,Yes,No,20,No,0,1,1,0,0,True,False,False,False,True,760,24,2,0,False,False,True,False
Male,1,No,1,Yes,Yes,70,Yes,1,0,1,1,1,False,True,True,False,False,70,1,3,1,True,False,False,False
Male,0,No,67,No,No,44,No,1,0,0,0,0,True,False,False,True,False,2948,12,1,0,False,False,False,True
Male,0,Yes,53,Yes,No,64,No,1,1,1,0,0,True,False,False,False,True,3392,24,2,0,False,False,False,True
Female,0,Yes,29,Yes,No,26,No,0,1,1,0,0,True,False,True,False,False,754,1,2,0,False,False,True,False
Female,0,No,14,Yes,No,56,No,0,0,1,0,0,True,False,True,False,False,784,1,2,0,False,True,False,False
Female,0,No,48,Yes,Yes,60,Yes,0,0,1,1,1,False,True,True,False,False,2880,1,3,0,False,False,True,False
Female,0,No,48,Yes,No,70,No,0,0,1,0,0,True,False,True,False,False,3360,1,2,0,False,False,True,False
Male,0,Yes,1,Yes,No,60,No,1,1,1,0,0,True,False,False,False,True,60,24,2,1,True,False,False,False
Male,0,Yes,44,Yes,No,25,No,1,1,1,0,0,True,False,True,False,False,1100,1,2,0,False,False,True,False
Male,0,Yes,45,Yes,Yes,96,No,1,1,1,1,0,False,True,True,False,False,4320,1,3,0,False,False,True,False
Female,0,No,56,Yes,No,74,Yes,0,0,1,0,1,False,True,True,False,False,4144,1,2,0,False,False,False,True
Male,0,No,14,No,Yes,31,No,1,0,0,1,0,True,False,False,False,True,434,24,2,0,False,True,False,False
Male,0,No,2,Yes,Yes,71,No,1,0,1,1,0,True,False,True,False,False,142,1,3,1,True,False,False,False
Male,1,No,36,Yes,No,54,No,1,0,1,0,0,False,True,True,False,False,1944,1,2,0,False,False,True,False
Female,0,No,5,No,Yes,40,Yes,0,0,0,1,1,True,False,False,True,False,200,12,2,1,True,False,False,False
Female,0,Yes,69,Yes,Yes,61,No,0,1,1,1,0,True,False,True,False,False,4209,1,3,0,False,False,False,True
Male,0,Yes,62,Yes,No,108,No,1,1,1,0,0,True,False,True,False,False,6696,1,2,0,False,False,False,True
Female,0,No,1,Yes,Yes,20,No,0,0,1,1,0,False,True,False,False,True,20,24,3,1,True,False,False,False
Female,0,No,34,Yes,Yes,65,No,0,0,1,1,0,False,True,True,False,False,2210,1,3,0,False,False,True,False
Male,0,No,16,Yes,Yes,81,No,1,0,1,1,0,True,False,True,False,False,1296,1,3,0,False,True,False,False
Female,0,Yes,14,Yes,No,19,No,0,1,1,0,0,True,False,False,False,True,266,24,2,0,False,True,False,False
Male,0,Yes,49,Yes,No,98,No,1,1,1,0,0,False,True,True,False,False,4802,1,2,0,False,False,False,True
Male,0,No,2,Yes,No,80,Yes,1,0,1,0,1,False,True,True,False,False,160,1,2,1,True,False,False,False
Male,0,Yes,26,Yes,No,19,No,1,1,1,0,0,True,False,True,False,False,494,1,2,0,False,False,True,False
Male,0,No,22,Yes,Yes,96,No,1,0,1,1,0,True,False,False,True,False,2112,12,3,0,False,True,False,False
Male,0,Yes,33,Yes,Yes,74,Yes,1,1,1,1,1,False,True,True,False,False,2442,1,3,0,False,False,True,False
Male,0,Yes,4,Yes,No,20,No,1,1,1,0,0,True,False,False,True,False,80,12,2,1,True,False,False,False
Male,0,No,19,Yes,No,20,No,1,0,1,0,0,True,False,False,False,True,380,24,2,0,False,True,False,False
Male,0,Yes,57,Yes,Yes,90,No,1,1,1,1,0,True,False,True,False,False,5130,1,3,0,False,False,False,True
Male,0,No,51,Yes,Yes,86,No,1,0,1,1,0,True,False,False,False,True,4386,24,3,0,False,False,False,True
Male,0,No,1,Yes,No,44,Yes,1,0,1,0,1,True,False,False,False,True,44,24,2,1,True,False,False,False
Male,0,No,3,Yes,No,90,No,1,0,1,0,0,True,False,False,True,False,270,12,2,1,True,False,False,False
Female,0,No,15,No,Yes,46,No,0,0,0,1,0,False,True,True,False,False,690,1,2,0,False,True,False,False
Male,0,No,52,Yes,Yes,80,No,1,0,1,1,0,False,True,True,False,False,4160,1,3,0,False,False,False,True
Male,0,No,56,Yes,Yes,100,Yes,1,0,1,1,1,False,True,True,False,False,5600,1,3,0,False,False,False,True
Male,0,No,3,Yes,Yes,77,Yes,1,0,1,1,1,False,True,True,False,False,231,1,3,1,True,False,False,False
Female,0,No,26,No,No,35,No,0,0,0,0,0,False,True,True,False,False,910,1,1,0,False,False,True,False
Female,0,No,68,Yes,No,111,No,0,0,1,0,0,False,True,False,False,True,7548,24,2,0,False,False,False,True
Female,0,No,4,Yes,No,51,No,0,0,1,0,0,True,False,True,False,False,204,1,2,1,True,False,False,False
Male,0,Yes,72,Yes,No,26,No,1,1,1,0,0,True,False,False,True,False,1872,12,2,0,False,False,False,True
Female,0,No,40,Yes,No,106,No,0,0,1,0,0,False,True,True,False,False,4240,1,2,0,False,False,True,False
Male,1,Yes,66,Yes,No,100,Yes,1,1,1,0,1,False,True,True,False,False,6600,1,2,0,False,False,False,True
Female,1,No,19,Yes,No,105,No,0,0,1,0,0,True,False,True,False,False,1995,1,2,0,False,True,False,False
Male,0,No,42,Yes,No,20,No,1,0,1,0,0,False,True,True,False,False,840,1,2,0,False,False,True,False
Male,0,Yes,34,Yes,Yes,98,No,1,1,1,1,0,True,False,True,False,False,3332,1,3,0,False,False,True,False
Female,0,No,1,Yes,Yes,81,Yes,0,0,1,1,1,True,False,False,True,False,81,12,3,1,True,False,False,False
Male,0,Yes,72,Yes,Yes,89,No,1,1,1,1,0,False,True,True,False,False,6408,1,3,0,False,False,False,True
Female,0,No,51,Yes,Yes,20,No,0,0,1,1,0,True,False,True,False,False,1020,1,3,0,False,False,False,True
Female,1,No,55,Yes,Yes,85,Yes,0,0,1,1,1,False,True,False,False,True,4675,24,3,0,False,False,False,True
Female,0,Yes,66,Yes,Yes,102,Yes,0,1,1,1,1,False,True,True,False,False,6732,1,3,0,False,False,False,True
Female,1,No,30,Yes,No,90,No,0,0,1,0,0,True,False,True,False,False,2700,1,2,0,False,False,True,False
Male,1,No,34,Yes,Yes,90,No,1,0,1,1,0,False,True,False,False,True,3060,24,3,0,False,False,True,False
Female,0,No,55,Yes,Yes,78,Yes,0,0,1,1,1,False,True,True,False,False,4290,1,3,0,False,False,False,True
Female,0,No,54,Yes,No,95,No,0,0,1,0,0,False,True,True,False,False,5130,1,2,0,False,False,False,True
Male,0,No,57,No,No,39,Yes,1,0,0,0,1,False,True,True,False,False,2223,1,1,0,False,False,False,True
Male,0,Yes,11,Yes,Yes,74,Yes,1,1,1,1,1,False,True,True,False,False,814,1,3,0,True,False,False,False
Male,0,No,2,Yes,No,20,No,1,0,1,0,0,True,False,True,False,False,40,1,2,1,True,False,False,False
Male,1,No,4,Yes,No,69,No,1,0,1,0,0,True,False,False,True,False,276,12,2,1,True,False,False,False
Female,0,Yes,72,Yes,No,91,No,0,1,1,0,0,True,False,True,False,False,6552,1,2,0,False,False,False,True
Male,0,No,48,Yes,No,20,No,1,0,1,0,0,True,False,True,False,False,960,1,2,0,False,False,True,False
Male,0,No,26,Yes,No,21,No,1,0,1,0,0,True,False,False,True,False,546,12,2,0,False,False,True,False
Female,0,Yes,15,Yes,Yes,20,No,0,1,1,1,0,False,True,False,False,True,300,24,3,0,False,True,False,False
Female,0,No,15,Yes,Yes,83,No,0,0,1,1,0,True,False,False,False,True,1245,24,3,0,False,True,False,False
Male,0,No,64,Yes,Yes,102,No,1,0,1,1,0,False,True,True,False,False,6528,1,3,0,False,False,False,True
Female,0,No,71,Yes,Yes,111,No,0,0,1,1,0,True,False,False,False,True,7881,24,3,0,False,False,False,True
Male,0,No,63,Yes,No,69,No,1,0,1,0,0,True,False,False,False,True,4347,24,2,0,False,False,False,True
Female,0,Yes,64,Yes,No,104,No,0,1,1,0,0,True,False,False,True,False,6656,12,2,0,False,False,False,True
Male,0,No,45,Yes,Yes,76,No,1,0,1,1,0,False,True,True,False,False,3420,1,3,0,False,False,True,False
Female,0,No,4,Yes,Yes,20,No,0,0,1,1,0,False,True,True,False,False,80,1,3,1,True,False,False,False
Female,0,No,31,Yes,Yes,90,Yes,0,0,1,1,1,False,True,True,False,False,2790,1,3,0,False,False,True,False
Male,0,No,68,Yes,Yes,110,Yes,1,0,1,1,1,True,False,False,False,True,7480,24,3,0,False,False,False,True
Male,0,No,25,Yes,No,82,No,1,0,1,0,0,True,False,True,False,False,2050,1,2,0,False,False,True,False
Male,0,Yes,72,Yes,No,25,No,1,1,1,0,0,True,False,False,False,True,1800,24,2,0,False,False,False,True
Female,0,No,36,Yes,Yes,56,No,0,0,1,1,0,True,False,False,False,True,2016,24,3,0,False,False,True,False
Male,0,No,1,Yes,No,44,No,1,0,1,0,0,True,False,False,True,False,44,12,2,1,True,False,False,False
Male,0,Yes,0,Yes,No,25,No,1,1,1,0,0,True,False,False,False,True,0,24,2,1,True,False,False,False
Female,0,No,25,Yes,Yes,20,No,0,0,1,1,0,False,True,True,False,False,500,1,3,0,False,False,True,False
Female,0,No,8,Yes,Yes,19,No,0,0,1,1,0,False,True,True,False,False,152,1,3,0,True,False,False,False
Female,0,Yes,37,Yes,Yes,75,No,0,1,1,1,0,False,True,False,True,False,2775,12,3,0,False,False,True,False
Male,1,No,4,Yes,Yes,95,No,1,0,1,1,0,True,False,False,True,False,380,12,3,1,True,False,False,False
Female,0,Yes,28,Yes,Yes,83,No,0,1,1,1,0,True,False,True,False,False,2324,1,3,0,False,False,True,False
Female,0,No,37,No,No,45,No,0,0,0,0,0,True,False,False,True,False,1665,12,1,0,False,False,True,False
Male,0,Yes,1,Yes,Yes,49,No,1,1,1,1,0,True,False,False,True,False,49,12,3,1,True,False,False,False
Female,0,Yes,25,Yes,No,20,No,0,1,1,0,0,False,True,False,True,False,500,12,2,0,False,False,True,False
Male,0,No,26,Yes,Yes,98,Yes,1,0,1,1,1,False,True,True,False,False,2548,1,3,0,False,False,True,False
Female,1,No,9,Yes,No,81,Yes,0,0,1,0,1,True,False,True,False,False,729,1,2,0,True,False,False,False
Female,0,Yes,21,Yes,Yes,103,Yes,0,1,1,1,1,True,False,False,False,True,2163,24,3,0,False,True,False,False
Male,1,No,19,Yes,Yes,80,Yes,1,0,1,1,1,False,True,True,False,False,1520,1,3,0,False,True,False,False
Male,0,No,18,No,Yes,34,No,1,0,0,1,0,False,True,True,False,False,612,1,2,0,False,True,False,False
Male,0,No,32,Yes,No,108,Yes,1,0,1,0,1,False,True,True,False,False,3456,1,2,0,False,False,True,False
Male,1,No,23,No,Yes,35,No,1,0,0,1,0,True,False,False,True,False,805,12,2,0,False,True,False,False
Female,0,Yes,55,Yes,No,75,No,0,1,1,0,0,False,True,True,False,False,4125,1,2,0,False,False,False,True
Male,0,No,43,Yes,No,26,No,1,0,1,0,0,True,False,True,False,False,1118,1,2,0,False,False,True,False
Male,1,No,2,Yes,No,45,Yes,1,0,1,0,1,True,False,True,False,False,90,1,2,1,True,False,False,False
Female,0,No,5,Yes,No,83,No,0,0,1,0,0,True,False,True,False,False,415,1,2,1,True,False,False,False
Male,0,Yes,14,Yes,Yes,61,No,1,1,1,1,0,False,True,False,False,True,854,24,3,0,False,True,False,False
Male,0,No,4,Yes,No,61,No,1,0,1,0,0,True,False,False,False,True,244,24,2,1,True,False,False,False
Male,0,No,4,Yes,No,45,No,1,0,1,0,0,True,False,False,False,True,180,24,2,1,True,False,False,False
Female,0,No,12,Yes,No,20,No,0,0,1,0,0,True,False,True,False,False,240,1,2,0,True,False,False,False
Female,0,No,68,Yes,Yes,86,No,0,0,1,1,0,False,True,True,False,False,5848,1,3,0,False,False,False,True
Male,0,No,10,Yes,Yes,86,Yes,1,0,1,1,1,False,True,True,False,False,860,1,3,0,True,False,False,False
Female,0,No,53,Yes,No,95,Yes,0,0,1,0,1,True,False,True,False,False,5035,1,2,0,False,False,False,True
Male,0,No,27,Yes,No,19,No,1,0,1,0,0,True,False,True,False,False,513,1,2,0,False,False,True,False
Female,1,Yes,34,Yes,No,80,Yes,0,1,1,0,1,True,False,False,True,False,2720,12,2,0,False,False,True,False
Female,1,No,11,Yes,Yes,85,Yes,0,0,1,1,1,False,True,False,True,False,935,12,3,0,True,False,False,False
Female,0,No,64,Yes,No,26,No,0,0,1,0,0,True,False,True,False,False,1664,1,2,0,False,False,False,True
Female,0,No,13,Yes,No,82,No,0,0,1,0,0,False,True,False,False,True,1066,24,2,0,False,True,False,False
Male,0,Yes,3,Yes,Yes,20,No,1,1,1,1,0,True,False,False,False,True,60,24,3,1,True,False,False,False
Male,0,No,24,Yes,Yes,90,No,1,0,1,1,0,False,True,True,False,False,2160,1,3,0,False,True,False,False
Female,0,No,69,Yes,Yes,61,No,0,0,1,1,0,False,True,True,False,False,4209,1,3,0,False,False,False,True
Female,0,Yes,20,Yes,Yes,96,No,0,1,1,1,0,True,False,True,False,False,1920,1,3,0,False,True,False,False
Female,0,No,48,No,Yes,45,No,0,0,0,1,0,True,False,False,False,True,2160,24,2,0,False,False,True,False
Male,0,No,13,No,No,54,Yes,1,0,0,0,1,True,False,False,False,True,702,24,1,0,False,True,False,False
Male,1,No,5,Yes,No,86,No,1,0,1,0,0,False,True,True,False,False,430,1,2,1,True,False,False,False
Female,0,Yes,5,Yes,Yes,70,No,0,1,1,1,0,False,True,False,True,False,350,12,3,1,True,False,False,False
Male,1,No,1,Yes,No,74,No,1,0,1,0,0,True,False,False,True,False,74,12,2,1,True,False,False,False
Male,0,Yes,30,Yes,Yes,94,Yes,1,1,1,1,1,False,True,True,False,False,2820,1,3,0,False,False,True,False
Male,0,No,13,Yes,No,101,No,1,0,1,0,0,False,True,True,False,False,1313,1,2,0,False,True,False,False
Female,0,No,61,Yes,No,94,No,0,0,1,0,0,True,False,False,False,True,5734,24,2,0,False,False,False,True
Female,0,No,4,Yes,No,20,No,0,0,1,0,0,True,False,True,False,False,80,1,2,1,True,False,False,False
Female,0,Yes,10,Yes,Yes,55,Yes,0,1,1,1,1,False,True,False,True,False,550,12,3,0,True,False,False,False
Female,0,No,40,Yes,Yes,64,No,0,0,1,1,0,False,True,True,False,False,2560,1,3,0,False,False,True,False
Male,0,No,43,Yes,No,66,No,1,0,1,0,0,True,False,False,True,False,2838,12,2,0,False,False,True,False
Female,0,No,1,No,Yes,30,No,0,0,0,1,0,False,True,False,False,True,30,24,2,1,True,False,False,False
Female,1,No,1,Yes,Yes,70,Yes,0,0,1,1,1,True,False,False,True,False,70,12,3,1,True,False,False,False
Female,0,No,19,Yes,Yes,20,No,0,0,1,1,0,True,False,False,False,True,380,24,3,0,False,True,False,False
Female,0,No,9,Yes,No,75,No,0,0,1,0,0,True,False,True,False,False,675,1,2,0,True,False,False,False
Male,0,No,9,Yes,Yes,81,No,1,0,1,1,0,False,True,True,False,False,729,1,3,0,True,False,False,False
Male,0,Yes,18,Yes,Yes,20,No,1,1,1,1,0,False,True,True,False,False,360,1,3,0,False,True,False,False
Female,0,No,67,Yes,Yes,106,No,0,0,1,1,0,False,True,True,False,False,7102,1,3,0,False,False,False,True
Female,0,No,13,Yes,Yes,44,No,0,0,1,1,0,False,True,False,True,False,572,12,3,0,False,True,False,False
Male,0,No,5,Yes,No,70,Yes,1,0,1,0,1,False,True,True,False,False,350,1,2,1,True,False,False,False
Male,1,No,33,Yes,No,110,No,1,0,1,0,0,False,True,True,False,False,3630,1,2,0,False,False,True,False
Female,0,No,62,Yes,No,65,No,0,0,1,0,0,True,False,False,True,False,4030,12,2,0,False,False,False,True
Male,0,No,72,Yes,Yes,101,No,1,0,1,1,0,False,True,False,True,False,7272,12,3,0,False,False,False,True
Male,0,No,8,Yes,Yes,84,Yes,1,0,1,1,1,True,False,False,True,False,672,12,3,0,True,False,False,False
Female,1,No,1,Yes,No,46,Yes,0,0,1,0,1,True,False,True,False,False,46,1,2,1,True,False,False,False
Female,0,No,44,Yes,No,95,No,0,0,1,0,0,True,False,True,False,False,4180,1,2,0,False,False,True,False
Male,0,No,17,Yes,Yes,97,No,1,0,1,1,0,False,True,False,False,True,1649,24,3,0,False,True,False,False
Female,0,Yes,30,Yes,Yes,100,Yes,0,1,1,1,1,True,False,False,False,True,3000,24,3,0,False,False,True,False
Male,0,Yes,69,Yes,No,26,No,1,1,1,0,0,True,False,False,True,False,1794,12,2,0,False,False,False,True
Female,0,No,23,Yes,Yes,50,No,0,0,1,1,0,False,True,False,False,True,1150,24,3,0,False,True,False,False
Female,0,No,2,Yes,Yes,86,Yes,0,0,1,1,1,True,False,False,True,False,172,12,3,1,True,False,False,False
Female,1,No,3,Yes,Yes,45,Yes,0,0,1,1,1,False,True,True,False,False,135,1,3,1,True,False,False,False
Female,0,No,30,Yes,No,75,No,0,0,1,0,0,True,False,False,True,False,2250,12,2,0,False,False,True,False
Male,0,No,1,Yes,Yes,44,No,1,0,1,1,0,False,True,False,False,True,44,24,3,1,True,False,False,False
Female,1,No,8,Yes,No,100,No,0,0,1,0,0,True,False,True,False,False,800,1,2,0,True,False,False,False
Male,1,No,59,Yes,No,83,No,1,0,1,0,0,False,True,True,False,False,4897,1,2,0,False,False,False,True
Female,1,No,7,Yes,No,51,No,0,0,1,0,0,True,False,True,False,False,357,1,2,0,True,False,False,False
Female,0,Yes,37,Yes,No,95,No,0,1,1,0,0,True,False,True,False,False,3515,1,2,0,False,False,True,False
Male,0,Yes,49,Yes,No,109,No,1,1,1,0,0,False,True,True,False,False,5341,1,2,0,False,False,False,True
Female,0,No,26,Yes,No,82,No,0,0,1,0,0,False,True,True,False,False,2132,1,2,0,False,False,True,False
Female,0,No,1,Yes,Yes,80,Yes,0,0,1,1,1,False,True,False,False,True,80,24,3,1,True,False,False,False
Female,0,No,62,Yes,No,114,No,0,0,1,0,0,True,False,False,False,True,7068,24,2,0,False,False,False,True
